
-0.09090909,0.35454545,0.8,55.06231212,53.07031893,30.92471117,22.93275813,20.86206897,18.46743295,9.15076442,-51.30055828,19.4418023,24.21812453,16.45805004,22.43177938,16.99116666,-3.45838235,-4.77235294,-4.4,6.95,2.89224393,4.47080199,0,38.18368872,0,-52.57069409,1,5.64154594,0,46.93420886,3858.45,3854.38761739,3852.6,3853.95071651,3852.63,3853.16784486,3856.0625,3849.3004588,3856.10666667,3838.23297921,3837.006,3821.59097145,3804.4765,3836.21746264,3798.735,0,3865.5,-1,3858.74587823,1,3854.53296296,3704.78333333,3780.73333333,3815.36666667,3856.68333333,3891.31666667,3932.63333333,4008.58333333,3780.73333333,3809.74623333,3827.67043333,3856.68333333,3885.69623333,3903.62043333,3932.63333333,3829.11375,3836.07583333,3843.03791667,3856.68333333,3856.96208333,3863.92416667,3870.88625,3756.075,3789.0625,3832.025,3865.0125,3907.975,3940.9625,3983.925,3836.025,3867.0125,3911.975,3854.95,3872.0624757,3841.80817171,3870.31682829,-3.76058824,17882,0.09079236,3853.7,3860,
