
-0.09090909,-0.17878788,-0.26666667,46.05947413,46.86043749,44.33588761,47.55640698,47.12962963,50.58641975,-76.45764576,-77.26679922,23.89490194,12.35267967,19.63162198,12.63902169,20.08669395,-2.50602941,-2.08117647,-2.9,4.35,0.03383312,0.72674109,0,34.48997807,0,-59.77011494,1,-2.87717498,0,50.34373637,1827,1828.15801441,1828.42,1828.83847092,1829.155,1829.28888016,1830.2925,1828.67954275,1831.11333333,1826.77258006,1825.903,1824.30307493,1822.0925,1827.79523688,1821.66875,0,1829,-1,1831.43824435,-1,1827.55888889,1797.36666667,1813.06666667,1819.53333333,1828.76666667,1835.23333333,1844.46666667,1860.16666667,1813.06666667,1819.06406667,1822.76926667,1828.76666667,1834.76406667,1838.46926667,1844.46666667,1821.6825,1823.12166667,1824.56083333,1828.76666667,1827.43916667,1828.87833333,1830.3175,1804.25,1813.275,1819.95,1828.975,1835.65,1844.675,1851.35,1824.15,1831.075,1839.85,1827.5,1821.00921392,1823.0987336,1837.4862664,-1.58485294,4223,-0.02462448,1827,1828.35,
