
-0.18181818,-0.29090909,-0.4,40.80831996,41.1467,20.16460905,21.04118572,21.72036535,20.7780398,-89.04528764,-92.54123486,21.03958665,18.19337642,25.03690525,18.61855491,25.62201674,-1.81161765,-1.94897059,-1,-0.75,-0.4075498,-0.13832303,0,13.53201367,0,-82.71604938,0,-1.39570135,0,45.32753896,391.2,391.35992543,391.31,391.69709032,391.685,392.18847872,392.6375,392.20646429,393.19333333,391.61398842,392.024,389.8928953,389.4595,389.03380821,386.653,0,393,-1,392.5733696,-1,391.21740741,384.03332667,388.78332667,390.76666333,393.53332667,395.51666333,398.28332667,403.03332667,388.78332667,390.59782667,391.71882667,393.53332667,395.34782667,396.46882667,398.28332667,391.44375,391.87916667,392.31458333,393.53332667,393.18541667,393.62083333,394.05625,385.875,388.712495,390.625,393.462495,395.375,398.212495,400.125,389.774995,393.0374925,394.524995,391.25,392.57251518,390.11106476,395.16393524,-1.96676471,10198,-0.01277955,391.05,391.35,
