
0,0.46666667,0.93333333,63.58692158,62.10799023,82.43512974,81.10445775,80.83832335,80.57218896,60.91517739,56.51819979,24.07183442,28.301264,16.35818375,27.38458016,16.83123993,2.48279412,2.59294118,-0.1,1.3,1.30505891,1.2439042,0,78.84409113,0,-14.37125749,0,1.57712312,0,58.32176413,394.15,393.87976565,393.8,393.47439064,393.95,392.46474049,392.045,391.68097,391.215,390.81264162,389.467,390.62317496,390.41,393.74570828,390.517,0,391.175,1,392.15775822,1,393.75518519,378.66665,383.86666,385.93333,389.06667,391.13334,394.26668,399.46669,383.86666,385.85306382,387.08026618,389.06667,391.05307382,392.28027618,394.26668,386.56999725,387.04666483,387.52333242,389.06667,388.47666758,388.95333517,389.43000275,384.699985,385.8499925,389.899995,391.0500025,395.100005,396.2500125,400.300015,384.899995,388.5500025,390.100005,393.8,389.79864749,387.38314415,396.70685585,2.77602941,48332,0.0888776,393.7,394.2,
