
0.18181818,0.49090909,0.8,61.07630649,62.38243789,82.37663646,81.73883854,82.77945619,79.25478348,67.83982612,79.1889983,33.53870805,29.23560806,15.93188393,29.93459938,16.17215719,5.34897059,5.36426471,1,-1,2.90089449,2.88045141,0,69.99440428,0,-20.24169184,0,3.91935185,0,46.6840458,485,485.00724243,485.12,484.10118639,484.645,481.99638113,481.2825,479.99565694,480.02666667,476.53239295,474.999,470.27659242,470.2435,464.32618367,458.77025,0,480.075,1,482.36683209,-1,485.70018519,454.88332667,465.38332667,469.46666333,475.88332667,479.96666333,486.38332667,496.88332667,465.38332667,469.39432667,471.87232667,475.88332667,479.89432667,482.37232667,486.38332667,470.6625,471.625,472.5875,475.88332667,474.5125,475.475,476.4375,460.2,465.999995,470.7,476.499995,481.2,486.999995,491.7,467.424995,474.8624925,477.924995,485.45,474.99085961,472.35897631,490.20602369,5.43794118,36894,-0.0926975,485,485.85,
